run_name,fraction,fraction_pct,beta,beta_key,step,metric,key,value
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,47,Time per step,perf/time_per_step,61.27415350172669
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,48,Rollout correct ratio,wdl_sft/correct_ratio,0.3671875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,48,Gradient norm,actor/grad_norm,9.788758277893066
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,48,Train score mean,critic/score/mean,-0.265625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,48,Response length mean,response_length/mean,162.953125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,48,Time per step,perf/time_per_step,41.08128993399441
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,49,Rollout correct ratio,wdl_sft/correct_ratio,0.41796875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,49,Gradient norm,actor/grad_norm,10.126550674438477
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,49,Train score mean,critic/score/mean,-0.1640625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,49,Response length mean,response_length/mean,148.2578125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,49,Time per step,perf/time_per_step,42.99515634961426
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.47560975609756095
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.48148148148148145
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.2109375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.015873015873015872
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,Rollout correct ratio,wdl_sft/correct_ratio,0.384765625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,Gradient norm,actor/grad_norm,10.599127769470215
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,Train score mean,critic/score/mean,-0.23046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,Response length mean,response_length/mean,169.720703125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,50,Time per step,perf/time_per_step,47.470184778794646
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,51,Rollout correct ratio,wdl_sft/correct_ratio,0.3828125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,51,Gradient norm,actor/grad_norm,10.272810935974121
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,51,Train score mean,critic/score/mean,-0.234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,51,Response length mean,response_length/mean,163.029296875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,51,Time per step,perf/time_per_step,43.30177897308022
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,52,Rollout correct ratio,wdl_sft/correct_ratio,0.337890625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,52,Gradient norm,actor/grad_norm,9.110100746154785
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,52,Train score mean,critic/score/mean,-0.32421875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,52,Response length mean,response_length/mean,154.439453125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,52,Time per step,perf/time_per_step,41.45904920715839
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,53,Rollout correct ratio,wdl_sft/correct_ratio,0.35546875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,53,Gradient norm,actor/grad_norm,11.45555591583252
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,53,Train score mean,critic/score/mean,-0.2890625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,53,Response length mean,response_length/mean,159.98046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,53,Time per step,perf/time_per_step,42.100703795440495
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,54,Rollout correct ratio,wdl_sft/correct_ratio,0.373046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,54,Gradient norm,actor/grad_norm,9.81538200378418
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,54,Train score mean,critic/score/mean,-0.25390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,54,Response length mean,response_length/mean,162.181640625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,54,Time per step,perf/time_per_step,43.82514049205929
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.4634146341463415
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.48412698412698413
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.1875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.018518518518518517
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.015625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,Rollout correct ratio,wdl_sft/correct_ratio,0.3046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,Gradient norm,actor/grad_norm,9.771265983581543
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,Train score mean,critic/score/mean,-0.390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,Response length mean,response_length/mean,161.83984375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,55,Time per step,perf/time_per_step,47.723911239765584
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,56,Rollout correct ratio,wdl_sft/correct_ratio,0.337890625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,56,Gradient norm,actor/grad_norm,10.132342338562012
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,56,Train score mean,critic/score/mean,-0.32421875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,56,Response length mean,response_length/mean,154.84375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,56,Time per step,perf/time_per_step,66.91423017065972
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,57,Rollout correct ratio,wdl_sft/correct_ratio,0.3984375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,57,Gradient norm,actor/grad_norm,10.142607688903809
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,57,Train score mean,critic/score/mean,-0.203125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,57,Response length mean,response_length/mean,167.81640625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,57,Time per step,perf/time_per_step,43.06943419203162
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,58,Rollout correct ratio,wdl_sft/correct_ratio,0.373046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,58,Gradient norm,actor/grad_norm,11.863555908203125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,58,Train score mean,critic/score/mean,-0.25390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,58,Response length mean,response_length/mean,174.92578125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,58,Time per step,perf/time_per_step,43.01114110648632
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,59,Rollout correct ratio,wdl_sft/correct_ratio,0.390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,59,Gradient norm,actor/grad_norm,9.351625442504883
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,59,Train score mean,critic/score/mean,-0.21875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,59,Response length mean,response_length/mean,169.263671875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,59,Time per step,perf/time_per_step,43.6845831675455
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.4817073170731707
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.4947089947089947
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.007936507936507936
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.0234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,Rollout correct ratio,wdl_sft/correct_ratio,0.365234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,Gradient norm,actor/grad_norm,9.998082160949707
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,Train score mean,critic/score/mean,-0.26953125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,Response length mean,response_length/mean,148.15234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,60,Time per step,perf/time_per_step,45.47291208524257
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,61,Rollout correct ratio,wdl_sft/correct_ratio,0.3984375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,61,Gradient norm,actor/grad_norm,9.472087860107422
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,61,Train score mean,critic/score/mean,-0.203125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,61,Response length mean,response_length/mean,143.892578125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,61,Time per step,perf/time_per_step,41.70581943448633
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,62,Rollout correct ratio,wdl_sft/correct_ratio,0.28125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,62,Gradient norm,actor/grad_norm,11.969741821289062
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,62,Train score mean,critic/score/mean,-0.4375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,62,Response length mean,response_length/mean,166.17578125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,62,Time per step,perf/time_per_step,46.03633492719382
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,63,Rollout correct ratio,wdl_sft/correct_ratio,0.384765625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,63,Gradient norm,actor/grad_norm,9.896891593933105
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,63,Train score mean,critic/score/mean,-0.23046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,63,Response length mean,response_length/mean,160.6953125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,63,Time per step,perf/time_per_step,42.23685672041029
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,64,Rollout correct ratio,wdl_sft/correct_ratio,0.345703125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,64,Gradient norm,actor/grad_norm,10.47486400604248
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,64,Train score mean,critic/score/mean,-0.30859375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,64,Response length mean,response_length/mean,163.470703125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,64,Time per step,perf/time_per_step,41.435295356437564
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.45121951219512196
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.48412698412698413
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.2109375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.018518518518518517
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.0234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,Rollout correct ratio,wdl_sft/correct_ratio,0.369140625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,Gradient norm,actor/grad_norm,10.0735445022583
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,Train score mean,critic/score/mean,-0.26171875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,Response length mean,response_length/mean,172.275390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,65,Time per step,perf/time_per_step,47.05335422232747
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,66,Rollout correct ratio,wdl_sft/correct_ratio,0.443359375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,66,Gradient norm,actor/grad_norm,7.843045234680176
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,66,Train score mean,critic/score/mean,-0.11328125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,66,Response length mean,response_length/mean,146.103515625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,66,Time per step,perf/time_per_step,42.52728961408138
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,67,Rollout correct ratio,wdl_sft/correct_ratio,0.36328125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,67,Gradient norm,actor/grad_norm,10.519046783447266
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783425947,25%,25,beta=0.1,beta01,67,Train score mean,critic/score/mean,-0.2734375
